playtime h1 h2 target_pos_ee(x) target_pos_ee(y) target_pos_ee(z) current_pos_ee(x) current_pos_ee(y) current_pos_ee(z) target_pos_link4(x) target_pos_link4(y) target_pos_link4(z) current_pos_link4(x) current_pos_link4(y) current_pos_link4(z) q_desired_1 q_desired_2 q_desired_3 q_desired_4 q_desired_5 q_desired_6 q_desired_7
7.44 1 0 0.35 0.28 0.7 0.554641 -4.52298e-06 0.623897 0 -0.15 0.5 0.0827006 1.96228e-08 0.648948  2.80991e-06  0.000572892  2.80537e-06     -1.57122 -4.29727e-05       1.5705     0.785389
7.441 1 0 0.35 0.28 0.7 0.554642 -4.53539e-06 0.623891 0 -0.15 0.5 0.0827025 2.40247e-08 0.648947  3.31426e-06  0.000571878   3.3093e-06     -1.57123 -4.32727e-05       1.5705     0.785389
7.442 1 0 0.35 0.28 0.7 0.554644 -4.54207e-06 0.623885 0 -0.15 0.5 0.0827043 2.92655e-08 0.648947  3.85916e-06  0.000570786  3.85386e-06     -1.57123 -4.35649e-05       1.5705     0.785389
7.443 1 0 0.35 0.28 0.7 0.554645 -4.54257e-06 0.623879 0 -0.15 0.5 0.082706 3.54131e-08 0.648946  4.44459e-06  0.000569615  4.43903e-06     -1.57123 -4.38493e-05       1.5705     0.785389
7.444 1 0 0.35 0.28 0.7 0.554647 -4.53642e-06 0.623873 0 -0.15 0.5 0.0827078 4.25343e-08 0.648946  5.07054e-06  0.000568365  5.06482e-06     -1.57123 -4.41261e-05       1.5705     0.785389
7.445 1 0 0.35 0.28 0.7 0.554648 -4.52317e-06 0.623867 0 -0.15 0.5 0.0827095 5.06945e-08 0.648945  5.73699e-06  0.000567036  5.73123e-06     -1.57123 -4.43951e-05       1.5705     0.785389
7.446 1 0 0.35 0.28 0.7 0.554649 -4.50239e-06 0.623862 0 -0.15 0.5 0.0827112 5.99584e-08 0.648945  6.44394e-06  0.000565628  6.43826e-06     -1.57123 -4.46564e-05       1.5705     0.785389
7.447 1 0 0.35 0.28 0.7 0.554651 -4.47364e-06 0.623856 0 -0.15 0.5 0.0827129 7.03898e-08 0.648944 7.19137e-06 0.000564142 7.18591e-06    -1.57123  -4.491e-05      1.5705    0.785389
7.448 1 0 0.35 0.28 0.7 0.554652 -4.43649e-06 0.623851 0 -0.15 0.5 0.0827146 8.20518e-08 0.648944  7.97926e-06  0.000562576  7.97418e-06     -1.57123 -4.51558e-05       1.5705     0.785389
7.449 1 0 0.35 0.28 0.7 0.554653 -4.39052e-06 0.623845 0 -0.15 0.5 0.0827162 9.50067e-08 0.648943 8.80761e-06 0.000560931 8.80307e-06    -1.57124 -4.5394e-05      1.5705    0.785389
7.45 1 0 0.35 0.28 0.7 0.554654 -4.3353e-06 0.62384 0 -0.15 0.5 0.0827178 1.09316e-07 0.648943   9.6764e-06  0.000559207  9.67258e-06     -1.57124 -4.56246e-05       1.5705     0.785389
7.451 1 0 0.35 0.28 0.7 0.554656 -4.27042e-06 0.623835 0 -0.15 0.5 0.0827194 1.25041e-07 0.648943  1.05856e-05  0.000557404  1.05827e-05     -1.57124 -4.58474e-05       1.5705     0.785389
7.452 1 0 0.35 0.28 0.7 0.554657 -4.19547e-06 0.623829 0 -0.15 0.5 0.082721 1.42241e-07 0.648942  1.15352e-05  0.000555522  1.15334e-05     -1.57124 -4.60626e-05      1.57049     0.785389
7.453 1 0 0.35 0.28 0.7 0.554658 -4.11004e-06 0.623824 0 -0.15 0.5 0.0827225 1.60976e-07 0.648942  1.25253e-05   0.00055356  1.25248e-05     -1.57124 -4.62702e-05      1.57049     0.785389
7.454 1 0 0.35 0.28 0.7 0.554659 -4.01374e-06 0.623819 0 -0.15 0.5 0.082724 1.81305e-07 0.648941  1.35557e-05  0.000551519  1.35568e-05     -1.57124 -4.64701e-05      1.57049     0.785389
7.455 1 0 0.35 0.28 0.7 0.554661 -3.90617e-06 0.623814 0 -0.15 0.5 0.0827255 2.03286e-07 0.648941  1.46265e-05  0.000549398  1.46294e-05     -1.57125 -4.66624e-05      1.57049     0.785389
7.456 1 0 0.35 0.28 0.7 0.554662 -3.78693e-06 0.623809 0 -0.15 0.5 0.082727 2.26976e-07 0.648941 1.57376e-05 0.000547198 1.57425e-05    -1.57125 -4.6847e-05     1.57049    0.785389
7.457 1 0 0.35 0.28 0.7 0.554663 -3.65564e-06 0.623804 0 -0.15 0.5 0.0827284 2.52432e-07 0.64894  1.68891e-05  0.000544918  1.68964e-05     -1.57125 -4.70241e-05      1.57049     0.785389
7.458 1 0 0.35 0.28 0.7 0.554664 -3.51191e-06 0.623799 0 -0.15 0.5 0.0827298 2.7971e-07 0.64894  1.80809e-05  0.000542558  1.80908e-05     -1.57125 -4.71935e-05      1.57049     0.785389
7.459 1 0 0.35 0.28 0.7 0.554665 -3.35538e-06 0.623794 0 -0.15 0.5 0.0827312 3.08866e-07 0.64894  1.93131e-05  0.000540119  1.93258e-05     -1.57125 -4.73554e-05      1.57049     0.785389
7.46 1 0 0.35 0.28 0.7 0.554666 -3.18566e-06 0.623789 0 -0.15 0.5 0.0827326 3.39954e-07 0.648939  2.05855e-05    0.0005376  2.06014e-05     -1.57125 -4.75097e-05      1.57049     0.785389
7.461 1 0 0.35 0.28 0.7 0.554667 -3.00238e-06 0.623785 0 -0.15 0.5 0.0827339 3.73028e-07 0.648939  2.18983e-05  0.000535001  2.19176e-05     -1.57126 -4.76564e-05      1.57048     0.785389
7.462 1 0 0.35 0.28 0.7 0.554668 -2.80518e-06 0.62378 0 -0.15 0.5 0.0827353 4.08143e-07 0.648938  2.32513e-05  0.000532322  2.32745e-05     -1.57126 -4.77955e-05      1.57048     0.785389
7.463 1 0 0.35 0.28 0.7 0.554669 -2.59371e-06 0.623776 0 -0.15 0.5 0.0827366 4.4535e-07 0.648938  2.46446e-05  0.000529563  2.46719e-05     -1.57126 -4.79271e-05      1.57048     0.785389
7.464 1 0 0.35 0.28 0.7 0.55467 -2.3676e-06 0.623771 0 -0.15 0.5 0.0827378 4.84702e-07 0.648938  2.60781e-05  0.000526724  2.61099e-05     -1.57126 -4.80512e-05      1.57048     0.785389
7.465 1 0 0.35 0.28 0.7 0.554671 -2.1265e-06 0.623766 0 -0.15 0.5 0.0827391 5.26252e-07 0.648937  2.75519e-05  0.000523806  2.75885e-05     -1.57127 -4.81677e-05      1.57048     0.785389
7.466 1 0 0.35 0.28 0.7 0.554672 -1.87006e-06 0.623762 0 -0.15 0.5 0.0827403 5.70049e-07 0.648937   2.9066e-05  0.000520807  2.91077e-05     -1.57127 -4.82766e-05      1.57048     0.785389
7.467 1 0 0.35 0.28 0.7 0.554673 -1.59794e-06 0.623758 0 -0.15 0.5 0.0827415 6.16145e-07 0.648937  3.06202e-05  0.000517728  3.06675e-05     -1.57127 -4.83781e-05      1.57047     0.785389
7.468 1 0 0.35 0.28 0.7 0.554674 -1.30979e-06 0.623753 0 -0.15 0.5 0.0827427 6.64589e-07 0.648937  3.22146e-05  0.000514569  3.22679e-05     -1.57127 -4.84721e-05      1.57047     0.785389
7.469 1 0 0.35 0.28 0.7 0.554675 -1.00529e-06 0.623749 0 -0.15 0.5 0.0827438 7.15431e-07 0.648936  3.38493e-05  0.000511329  3.39089e-05     -1.57128 -4.85585e-05      1.57047     0.785389
7.47 1 0 0.35 0.28 0.7 0.554675 -6.84104e-07 0.623745 0 -0.15 0.5 0.082745 7.68719e-07 0.648936  3.55241e-05  0.000508009  3.55904e-05     -1.57128 -4.86374e-05      1.57047     0.785389
7.471 1 0 0.35 0.28 0.7 0.554676 -3.45895e-07 0.623741 0 -0.15 0.5 0.0827461 8.24501e-07 0.648936   3.7239e-05  0.000504609  3.73125e-05     -1.57128 -4.87089e-05      1.57047     0.785389
7.472 1 0 0.35 0.28 0.7 0.554677 9.6565e-09 0.623737 0 -0.15 0.5 0.0827472 8.82826e-07 0.648935  3.89942e-05  0.000501129  3.90752e-05     -1.57128 -4.87729e-05      1.57047     0.785389
7.473 1 0 0.35 0.28 0.7 0.554678 3.82872e-07 0.623733 0 -0.15 0.5 0.0827482 9.4374e-07 0.648935  4.07894e-05  0.000497568  4.08785e-05     -1.57129 -4.88294e-05      1.57046     0.785389
7.474 1 0 0.35 0.28 0.7 0.554679 7.74068e-07 0.623728 0 -0.15 0.5 0.0827492 1.00729e-06 0.648935  4.26248e-05  0.000493926  4.27223e-05     -1.57129 -4.88785e-05      1.57046     0.785389
7.475 1 0 0.35 0.28 0.7 0.554679 1.18356e-06 0.623725 0 -0.15 0.5 0.0827502 1.07352e-06 0.648935 4.45003e-05 0.000490204 4.46067e-05    -1.57129  -4.892e-05     1.57046    0.785389
7.476 1 0 0.35 0.28 0.7 0.55468 1.61165e-06 0.623721 0 -0.15 0.5 0.0827512 1.14248e-06 0.648934  4.64159e-05  0.000486402  4.65316e-05     -1.57129 -4.89542e-05      1.57046     0.785389
7.477 1 0 0.35 0.28 0.7 0.554681 2.05865e-06 0.623717 0 -0.15 0.5 0.0827522 1.21421e-06 0.648934  4.83715e-05  0.000482518  4.84971e-05      -1.5713 -4.89809e-05      1.57045     0.785389
7.478 1 0 0.35 0.28 0.7 0.554681 2.52487e-06 0.623713 0 -0.15 0.5 0.0827531 1.28875e-06 0.648934  5.03673e-05  0.000478555  5.05031e-05      -1.5713 -4.90002e-05      1.57045     0.785389
7.479 1 0 0.35 0.28 0.7 0.554682 3.01059e-06 0.623709 0 -0.15 0.5 0.082754 1.36616e-06 0.648934  5.24031e-05   0.00047451  5.25497e-05      -1.5713 -4.90121e-05      1.57045     0.785389
7.48 1 0 0.35 0.28 0.7 0.554682 3.51612e-06 0.623705 0 -0.15 0.5 0.0827549 1.44647e-06 0.648933  5.44789e-05  0.000470385  5.46369e-05     -1.57131 -4.90165e-05      1.57045     0.785389
7.481 1 0 0.35 0.28 0.7 0.554683 4.04175e-06 0.623702 0 -0.15 0.5 0.0827558 1.52972e-06 0.648933  5.65948e-05  0.000466179  5.67645e-05     -1.57131 -4.90135e-05      1.57044     0.785389
7.482 1 0 0.35 0.28 0.7 0.554684 4.58777e-06 0.623698 0 -0.15 0.5 0.0827566 1.61597e-06 0.648933  5.87507e-05  0.000461892  5.89327e-05     -1.57131 -4.90032e-05      1.57044     0.785389
7.483 1 0 0.35 0.28 0.7 0.554684 5.15445e-06 0.623695 0 -0.15 0.5 0.0827574 1.70524e-06 0.648933  6.09466e-05  0.000457524  6.11415e-05     -1.57132 -4.89854e-05      1.57044     0.785389
7.484 1 0 0.35 0.28 0.7 0.554685 5.74209e-06 0.623691 0 -0.15 0.5 0.0827582 1.79759e-06 0.648932  6.31824e-05  0.000453075  6.33907e-05     -1.57132 -4.89603e-05      1.57044     0.785389
7.485 1 0 0.35 0.28 0.7 0.554685 6.35096e-06 0.623688 0 -0.15 0.5 0.082759 1.89304e-06 0.648932  6.54583e-05  0.000448546  6.56805e-05     -1.57132 -4.89278e-05      1.57043     0.785389
7.486 1 0 0.35 0.28 0.7 0.554686 6.98133e-06 0.623684 0 -0.15 0.5 0.0827597 1.99165e-06 0.648932  6.77741e-05  0.000443935  6.80108e-05     -1.57133 -4.88879e-05      1.57043     0.785389
7.487 1 0 0.35 0.28 0.7 0.554686 7.63348e-06 0.623681 0 -0.15 0.5 0.0827604 2.09346e-06 0.648932  7.01299e-05  0.000439243  7.03816e-05     -1.57133 -4.88406e-05      1.57043     0.785389
7.488 1 0 0.35 0.28 0.7 0.554686 8.30768e-06 0.623678 0 -0.15 0.5 0.0827611 2.19849e-06 0.648932 7.25256e-05 0.000434471 7.27929e-05    -1.57133 -4.8786e-05     1.57043    0.785389
7.489 1 0 0.35 0.28 0.7 0.554687 9.00419e-06 0.623674 0 -0.15 0.5 0.0827618 2.30679e-06 0.648932  7.49613e-05  0.000429617  7.52448e-05     -1.57134 -4.87241e-05      1.57042     0.785389
7.49 1 0 0.35 0.28 0.7 0.554687 9.72327e-06 0.623671 0 -0.15 0.5 0.0827624 2.41841e-06 0.648931  7.74368e-05  0.000424682  7.77371e-05     -1.57134 -4.86548e-05      1.57042     0.785389
7.491 1 0 0.35 0.28 0.7 0.554688 1.04652e-05 0.623668 0 -0.15 0.5 0.082763 2.53337e-06 0.648931  7.99523e-05  0.000419666  8.02699e-05     -1.57135 -4.85782e-05      1.57042     0.785389
7.492 1 0 0.35 0.28 0.7 0.554688 1.12302e-05 0.623665 0 -0.15 0.5 0.0827636 2.65171e-06 0.648931  8.25076e-05  0.000414569  8.28432e-05     -1.57135 -4.84942e-05      1.57041     0.785389
7.493 1 0 0.35 0.28 0.7 0.554688 1.20185e-05 0.623661 0 -0.15 0.5 0.0827642 2.77348e-06 0.648931  8.51029e-05   0.00040939  8.54569e-05     -1.57135 -4.84029e-05      1.57041     0.785389
7.494 1 0 0.35 0.28 0.7 0.554688 1.28305e-05 0.623658 0 -0.15 0.5 0.0827647 2.89871e-06 0.648931  8.77379e-05   0.00040413  8.81112e-05     -1.57136 -4.83043e-05      1.57041     0.785389
7.495 1 0 0.35 0.28 0.7 0.554689 1.36663e-05 0.623655 0 -0.15 0.5 0.0827653 3.02742e-06 0.648931  9.04129e-05  0.000398789  9.08059e-05     -1.57136 -4.81984e-05       1.5704     0.785389
7.496 1 0 0.35 0.28 0.7 0.554689 1.45261e-05 0.623652 0 -0.15 0.5 0.0827658 3.15967e-06 0.64893  9.31276e-05  0.000393367  9.35411e-05     -1.57136 -4.80852e-05       1.5704     0.785389
7.497 1 0 0.35 0.28 0.7 0.554689 1.54103e-05 0.623649 0 -0.15 0.5 0.0827662 3.29549e-06 0.64893  9.58822e-05  0.000387863  9.63167e-05     -1.57137 -4.79648e-05       1.5704     0.785389
7.498 1 0 0.35 0.28 0.7 0.554689 1.6319e-05 0.623647 0 -0.15 0.5 0.0827667 3.43491e-06 0.64893 9.86766e-05 0.000382278 9.91328e-05    -1.57137 -4.7837e-05     1.57039    0.785389
7.499 1 0 0.35 0.28 0.7 0.554689 1.72526e-05 0.623644 0 -0.15 0.5 0.0827671 3.57796e-06 0.64893  0.000101511  0.000376611  0.000101989     -1.57138 -4.77019e-05      1.57039     0.785389
7.5 1 0 0.35 0.28 0.7 0.554689 1.82112e-05 0.623641 0 -0.15 0.5 0.0827675 3.72468e-06 0.64893  0.000104385  0.000370863  0.000104886     -1.57138 -4.75596e-05      1.57039     0.785389
7.501 1 0 0.35 0.28 0.7 0.55469 1.9195e-05 0.623638 0 -0.15 0.5 0.0827679 3.8751e-06 0.64893 0.000107298 0.000365034 0.000107824    -1.57139  -4.741e-05     1.57038    0.785389
7.502 1 0 0.35 0.28 0.7 0.55469 2.02043e-05 0.623635 0 -0.15 0.5 0.0827682 4.02926e-06 0.64893  0.000110252  0.000359123  0.000110802     -1.57139 -4.72531e-05      1.57038     0.785389
7.503 1 0 0.35 0.28 0.7 0.55469 2.12394e-05 0.623633 0 -0.15 0.5 0.0827685 4.18719e-06 0.64893 0.000113245  0.00035313  0.00011382    -1.57139 -4.7089e-05     1.57038    0.785389
7.504 1 0 0.35 0.28 0.7 0.55469 2.23003e-05 0.62363 0 -0.15 0.5 0.0827688 4.34892e-06 0.64893  0.000116278  0.000347056  0.000116879      -1.5714 -4.69177e-05      1.57037     0.785389
7.505 1 0 0.35 0.28 0.7 0.55469 2.33874e-05 0.623627 0 -0.15 0.5 0.0827691 4.51448e-06 0.64893  0.000119351  0.000340901  0.000119978      -1.5714 -4.67391e-05      1.57037     0.785389
7.506 1 0 0.35 0.28 0.7 0.55469 2.45009e-05 0.623625 0 -0.15 0.5 0.0827693 4.68391e-06 0.64893  0.000122463  0.000334663  0.000123117     -1.57141 -4.65532e-05      1.57036     0.785389
7.507 1 0 0.35 0.28 0.7 0.55469 2.5641e-05 0.623622 0 -0.15 0.5 0.0827696 4.85723e-06 0.64893  0.000125615  0.000328344  0.000126297     -1.57141 -4.63602e-05      1.57036     0.785389
7.508 1 0 0.35 0.28 0.7 0.554689 2.68079e-05 0.62362 0 -0.15 0.5 0.0827698 5.03449e-06 0.648929  0.000128807  0.000321944  0.000129517     -1.57142 -4.61599e-05      1.57036     0.785389
7.509 1 0 0.35 0.28 0.7 0.554689 2.80018e-05 0.623617 0 -0.15 0.5 0.0827699 5.2157e-06 0.648929  0.000132039  0.000315462  0.000132778     -1.57142 -4.59524e-05      1.57035     0.785389
7.51 1 0 0.35 0.28 0.7 0.554689 2.92228e-05 0.623615 0 -0.15 0.5 0.0827701 5.4009e-06 0.648929   0.00013531  0.000308898  0.000136079     -1.57143 -4.57377e-05      1.57035     0.785389
7.511 1 0 0.35 0.28 0.7 0.554689 3.04713e-05 0.623613 0 -0.15 0.5 0.0827702 5.59011e-06 0.648929   0.00013862  0.000302252  0.000139421     -1.57143 -4.55157e-05      1.57034     0.785389
7.512 1 0 0.35 0.28 0.7 0.554689 3.17475e-05 0.62361 0 -0.15 0.5 0.0827703 5.78338e-06 0.648929  0.000141971  0.000295524  0.000142802     -1.57144 -4.52866e-05      1.57034     0.785389
7.513 1 0 0.35 0.28 0.7 0.554689 3.30514e-05 0.623608 0 -0.15 0.5 0.0827704 5.98072e-06 0.648929  0.000145361  0.000288715  0.000146225     -1.57144 -4.50503e-05      1.57034     0.785389
7.514 1 0 0.35 0.28 0.7 0.554688 3.43833e-05 0.623606 0 -0.15 0.5 0.0827704 6.18216e-06 0.648929   0.00014879  0.000281824  0.000149687     -1.57145 -4.48068e-05      1.57033     0.785389
7.515 1 0 0.35 0.28 0.7 0.554688 3.57435e-05 0.623604 0 -0.15 0.5 0.0827705 6.38774e-06 0.648929  0.000152259  0.000274851   0.00015319     -1.57145 -4.45561e-05      1.57033     0.785389
7.516 1 0 0.35 0.28 0.7 0.554688 3.7132e-05 0.623601 0 -0.15 0.5 0.0827705 6.59749e-06 0.648929  0.000155768  0.000267796  0.000156733     -1.57146 -4.42983e-05      1.57032     0.785389
7.517 1 0 0.35 0.28 0.7 0.554688 3.85491e-05 0.623599 0 -0.15 0.5 0.0827704 6.81142e-06 0.648929  0.000159316   0.00026066  0.000160317     -1.57146 -4.40332e-05      1.57032     0.785389
7.518 1 0 0.35 0.28 0.7 0.554687 3.9995e-05 0.623597 0 -0.15 0.5 0.0827704 7.02957e-06 0.648929 0.000162904 0.000253441 0.000163941    -1.57147 -4.3761e-05     1.57031    0.785389
7.519 1 0 0.35 0.28 0.7 0.554687 4.14699e-05 0.623595 0 -0.15 0.5 0.0827703 7.25196e-06 0.648929  0.000166531  0.000246141  0.000167605     -1.57147 -4.34817e-05      1.57031     0.785389
7.52 1 0 0.35 0.28 0.7 0.554686 4.29739e-05 0.623593 0 -0.15 0.5 0.0827702 7.47862e-06 0.648929  0.000170198  0.000238759  0.000171309     -1.57148 -4.31952e-05       1.5703     0.785389
7.521 1 0 0.35 0.28 0.7 0.554686 4.45072e-05 0.623591 0 -0.15 0.5 0.0827701 7.70958e-06 0.648929  0.000173905  0.000231294  0.000175054     -1.57148 -4.29015e-05       1.5703     0.785389
7.522 1 0 0.35 0.28 0.7 0.554686 4.607e-05 0.623589 0 -0.15 0.5 0.0827699 7.94487e-06 0.648929   0.00017765  0.000223748  0.000178839     -1.57149 -4.26007e-05      1.57029     0.785389
7.523 1 0 0.35 0.28 0.7 0.554685 4.76625e-05 0.623587 0 -0.15 0.5 0.0827698 8.1845e-06 0.648929  0.000181436   0.00021612  0.000182665     -1.57149 -4.22928e-05      1.57029     0.785389
7.524 1 0 0.35 0.28 0.7 0.554685 4.92849e-05 0.623585 0 -0.15 0.5 0.0827696 8.4285e-06 0.64893  0.000185261   0.00020841   0.00018653      -1.5715 -4.19777e-05      1.57028     0.785389
7.525 1 0 0.35 0.28 0.7 0.554684 5.09372e-05 0.623583 0 -0.15 0.5 0.0827693 8.67691e-06 0.64893  0.000189125  0.000200618  0.000190436     -1.57151 -4.16556e-05      1.57028     0.785389
7.526 1 0 0.35 0.28 0.7 0.554683 5.26198e-05 0.623581 0 -0.15 0.5 0.0827691 8.92974e-06 0.64893  0.000193029  0.000192744  0.000194383     -1.57151 -4.13262e-05      1.57027     0.785389
7.527 1 0 0.35 0.28 0.7 0.554683 5.43327e-05 0.62358 0 -0.15 0.5 0.0827688 9.18702e-06 0.64893  0.000196972  0.000184787  0.000198369     -1.57152 -4.09898e-05      1.57027     0.785389
7.528 1 0 0.35 0.28 0.7 0.554682 5.60761e-05 0.623578 0 -0.15 0.5 0.0827685 9.44877e-06 0.64893  0.000200954  0.000176749  0.000202396     -1.57152 -4.06463e-05      1.57026     0.785389
7.529 1 0 0.35 0.28 0.7 0.554682 5.78503e-05 0.623576 0 -0.15 0.5 0.0827682 9.71502e-06 0.64893  0.000204976  0.000168629  0.000206463     -1.57153 -4.02957e-05      1.57026     0.785389
7.53 1 0 0.35 0.28 0.7 0.554681 5.96552e-05 0.623574 0 -0.15 0.5 0.0827678 9.98579e-06 0.64893  0.000209038  0.000160426   0.00021057     -1.57154 -3.99379e-05      1.57025     0.785389
7.531 1 0 0.35 0.28 0.7 0.55468 6.14912e-05 0.623573 0 -0.15 0.5 0.0827675 1.02611e-05 0.64893  0.000213138  0.000152142  0.000214718     -1.57154 -3.95731e-05      1.57025     0.785389
7.532 1 0 0.35 0.28 0.7 0.55468 6.33584e-05 0.623571 0 -0.15 0.5 0.0827671 1.0541e-05 0.64893  0.000217279  0.000143775  0.000218905     -1.57155 -3.92012e-05      1.57024     0.785389
7.533 1 0 0.35 0.28 0.7 0.554679 6.52569e-05 0.62357 0 -0.15 0.5 0.0827667 1.08254e-05 0.64893  0.000221458  0.000135327  0.000223133     -1.57155 -3.88222e-05      1.57024     0.785389
7.534 1 0 0.35 0.28 0.7 0.554678 6.71868e-05 0.623568 0 -0.15 0.5 0.0827662 1.11145e-05 0.64893  0.000225677  0.000126796  0.000227401     -1.57156 -3.84361e-05      1.57023     0.785389
7.535 1 0 0.35 0.28 0.7 0.554677 6.91484e-05 0.623566 0 -0.15 0.5 0.0827657 1.14082e-05 0.648931  0.000229935  0.000118183   0.00023171     -1.57157 -3.80429e-05      1.57023     0.785389
7.536 1 0 0.35 0.28 0.7 0.554676 7.11418e-05 0.623565 0 -0.15 0.5 0.0827652 1.17066e-05 0.648931  0.000234232  0.000109487  0.000236058     -1.57157 -3.76427e-05      1.57022     0.785389
7.537 1 0 0.35 0.28 0.7 0.554676 7.31671e-05 0.623563 0 -0.15 0.5 0.0827647 1.20097e-05 0.648931  0.000238569   0.00010071  0.000240447     -1.57158 -3.72354e-05      1.57022     0.785389
7.538 1 0 0.35 0.28 0.7 0.554675 7.52245e-05 0.623562 0 -0.15 0.5 0.0827642 1.23174e-05 0.648931  0.000242945  9.18506e-05  0.000244876     -1.57159 -3.68211e-05      1.57021     0.785389
7.539 1 0 0.35 0.28 0.7 0.554674 7.73141e-05 0.623561 0 -0.15 0.5 0.0827636 1.26299e-05 0.648931  0.000247361  8.29089e-05  0.000249345     -1.57159 -3.63997e-05       1.5702     0.785389
7.54 1 0 0.35 0.28 0.7 0.554673 7.9436e-05 0.623559 0 -0.15 0.5 0.082763 1.29471e-05 0.648931  0.000251815   7.3885e-05  0.000253854      -1.5716 -3.59712e-05       1.5702     0.785389
7.541 1 0 0.35 0.28 0.7 0.554672 8.15905e-05 0.623558 0 -0.15 0.5 0.0827624 1.3269e-05 0.648931  0.000256309  6.47788e-05  0.000258403     -1.57161 -3.55357e-05      1.57019     0.785389
7.542 1 0 0.35 0.28 0.7 0.554671 8.37775e-05 0.623557 0 -0.15 0.5 0.0827617 1.35958e-05 0.648932  0.000260842  5.55905e-05  0.000262993     -1.57161 -3.50932e-05      1.57019     0.785389
7.543 1 0 0.35 0.28 0.7 0.55467 8.59974e-05 0.623555 0 -0.15 0.5 0.082761 1.39273e-05 0.648932  0.000265414    4.632e-05  0.000267622     -1.57162 -3.46436e-05      1.57018     0.785389
7.544 1 0 0.35 0.28 0.7 0.554669 8.82502e-05 0.623554 0 -0.15 0.5 0.0827603 1.42637e-05 0.648932 0.000270026 3.69672e-05 0.000272292    -1.57163 -3.4187e-05     1.57018    0.785389
7.545 1 0 0.35 0.28 0.7 0.554668 9.0536e-05 0.623553 0 -0.15 0.5 0.0827596 1.46049e-05 0.648932  0.000274676  2.75321e-05  0.000277002     -1.57163 -3.37234e-05      1.57017     0.785389
7.546 1 0 0.35 0.28 0.7 0.554667 9.28551e-05 0.623552 0 -0.15 0.5 0.0827589 1.4951e-05 0.648932  0.000279366  1.80149e-05  0.000281752     -1.57164 -3.32527e-05      1.57016     0.785389
7.547 1 0 0.35 0.28 0.7 0.554666 9.52074e-05 0.62355 0 -0.15 0.5 0.0827581 1.53019e-05 0.648933  0.000284095  8.41535e-06  0.000286542     -1.57165 -3.27751e-05      1.57016     0.785389
7.548 1 0 0.35 0.28 0.7 0.554664 9.75932e-05 0.623549 0 -0.15 0.5 0.0827573 1.56578e-05 0.648933  0.000288864 -1.26643e-06  0.000291372     -1.57165 -3.22904e-05      1.57015     0.785389
